1.0,1.0
2.0,5.0
3.0,5.0
2.0,4.0
2.0,5.0
1.0,5.0
1.0,4.0
1.0,2.0
4.0,3.5
2.0,3.0
7.0,2.42857142857
1.0,5.0
1.0,1.0
1.0,5.0
2.0,2.5
2.0,4.0
1.0,4.0
1.0,5.0
4.0,4.75
1.0,5.0
1.0,1.0
17.0,4.17647058824
2.0,4.0
1.0,4.0
1.0,1.0
7.0,2.85714285714
1.0,1.0
1.0,1.0
1.0,5.0
1.0,5.0
14.0,4.07142857143
1.0,5.0
2.0,4.0
2.0,3.0
1.0,3.0
1.0,5.0
1.0,4.0
1.0,5.0
1.0,5.0
1.0,5.0
11.0,3.27272727273
3.0,4.0
1.0,4.0
1.0,5.0
1.0,4.0
12.0,3.16666666667
1.0,5.0
2.0,1.5
2.0,1.0
1.0,5.0
4.0,3.75
4.0,4.5
4.0,4.5
18.0,3.77777777778
2.0,3.0
1.0,5.0
1.0,5.0
1.0,4.0
2.0,4.0
12.0,4.08333333333
1.0,1.0
1.0,4.0
4.0,4.5
1.0,4.0
1.0,5.0
3.0,4.33333333333
2.0,3.0
1.0,5.0
1.0,1.0
1.0,5.0
1.0,5.0
20.0,3.35
1.0,5.0
1.0,3.0
13.0,3.30769230769
1.0,5.0
3.0,4.33333333333
1.0,5.0
33.0,3.33333333333
1.0,1.0
7.0,2.42857142857
1.0,5.0
1.0,5.0
3.0,4.66666666667
1.0,5.0
1.0,4.0
5.0,4.8
2.0,4.5
9.0,4.0
1.0,2.0
3.0,4.66666666667
5.0,5.0
1.0,5.0
1.0,5.0
1.0,2.0
6.0,4.33333333333
2.0,4.5
1.0,5.0
11.0,3.45454545455
2.0,4.0
1.0,1.0
1.0,5.0
1.0,5.0
9.0,3.44444444444
4.0,3.0
1.0,5.0
1.0,5.0
2.0,5.0
1.0,2.0
4.0,4.5
4.0,3.5
4.0,5.0
2.0,3.0
2.0,5.0
1.0,5.0
1.0,1.0
6.0,5.0
2.0,5.0
4.0,4.25
1.0,2.0
1.0,4.0
1.0,1.0
1.0,4.0
3.0,2.66666666667
1.0,3.0
2.0,4.0
10.0,2.7
1.0,5.0
2.0,3.0
1.0,5.0
1.0,4.0
2.0,5.0
18.0,4.05555555556
1.0,5.0
2.0,3.5
1.0,4.0
1.0,5.0
1.0,5.0
1.0,5.0
28.0,3.21428571429
1.0,3.0
1.0,5.0
14.0,3.42857142857
2.0,3.0
1.0,5.0
2.0,5.0
1.0,5.0
1.0,2.0
5.0,3.6
7.0,3.14285714286
1.0,1.0
3.0,3.66666666667
10.0,2.4
4.0,4.75
2.0,1.5
2.0,3.5
5.0,5.0
7.0,3.42857142857
2.0,3.0
1.0,5.0
3.0,2.33333333333
1.0,1.0
2.0,4.5
1.0,1.0
3.0,2.66666666667
99.0,3.92929292929
1.0,2.0
1.0,5.0
3.0,5.0
4.0,3.75
14.0,3.5
2.0,3.0
1.0,5.0
1.0,5.0
3.0,3.66666666667
1.0,5.0
3.0,4.66666666667
1.0,5.0
1.0,3.0
5.0,4.2
9.0,3.77777777778
4.0,3.75
2.0,5.0
16.0,3.5
2.0,5.0
1.0,3.0
2.0,4.5
1.0,1.0
1.0,5.0
3.0,4.66666666667
1.0,5.0
2.0,4.0
9.0,4.11111111111
1.0,5.0
1.0,5.0
6.0,3.0
3.0,2.66666666667
2.0,1.0
1.0,4.0
5.0,4.4
2.0,2.5
7.0,4.0
1.0,4.0
1.0,2.0
81.0,3.95061728395
2.0,4.5
1.0,4.0
1.0,3.0
7.0,4.14285714286
22.0,2.86363636364
23.0,4.26086956522
2.0,4.5
10.0,3.6
1.0,5.0
1.0,5.0
3.0,3.33333333333
2.0,4.5
1.0,5.0
1.0,2.0
1.0,5.0
1.0,2.0
1.0,1.0
3.0,3.66666666667
8.0,3.5
1.0,5.0
2.0,3.0
3.0,2.66666666667
1.0,5.0
1.0,2.0
3.0,3.33333333333
2.0,4.5
1.0,1.0
1.0,5.0
1.0,3.0
1.0,4.0
1.0,5.0
1.0,5.0
4.0,3.5
1.0,1.0
1.0,4.0
1.0,3.0
1.0,5.0
31.0,2.96774193548
1.0,5.0
27.0,3.88888888889
1.0,3.0
1.0,4.0
6.0,3.66666666667
3.0,4.0
1.0,5.0
1.0,5.0
1.0,3.0
14.0,3.85714285714
2.0,5.0
9.0,3.77777777778
6.0,4.0
1.0,1.0
1.0,2.0
1.0,5.0
1.0,4.0
1.0,5.0
2.0,4.5
3.0,5.0
8.0,3.875
5.0,4.6
3.0,3.66666666667
1.0,5.0
5.0,3.4
2.0,2.0
8.0,2.75
2.0,3.0
5.0,3.6
1.0,5.0
6.0,3.16666666667
